Class,Filename,Filepath,Width,Height,FirstLevel,SecondLevel
Com,d3a8fac3238687de31fed6271f1730d3.tif,ImageSets\Com\d3a8fac3238687de31fed6271f1730d3.tif,314,175,Commercial Zones,Office Campus
Res,d3b9749d1757960fbc01cd3bfcf0617f.tif,ImageSets\Res\d3b9749d1757960fbc01cd3bfcf0617f.tif,238,163,Residential Districts,Rural Homestead
Pub,d3cb5ec47f639c88d9a7040059fa227b.tif,ImageSets\Pub\d3cb5ec47f639c88d9a7040059fa227b.tif,116,146,Public Services,Parks and Squares
Com,d3ea011fd5c57d9d4e0171340492e8c0.tif,ImageSets\Com\d3ea011fd5c57d9d4e0171340492e8c0.tif,139,154,Commercial Zones,Shopping Center and Commercial Street
Pub,d45694b0c09c6df6061ea9058e4fc031.tif,ImageSets\Pub\d45694b0c09c6df6061ea9058e4fc031.tif,411,215,Public Services,Parks and Squares
Ind,d4df963c0c92270182b11a2c3f8c672f.tif,ImageSets\Ind\d4df963c0c92270182b11a2c3f8c672f.tif,373,260,Industrial Land,Industrial Park and Factory
Ind,d57bc63abab67762bff24f5ac6b92668.tif,ImageSets\Ind\d57bc63abab67762bff24f5ac6b92668.tif,227,187,Industrial Land,Industrial Park and Factory
Pub,d583217869955c251ac10b9e9ba3523d.tif,ImageSets\Pub\d583217869955c251ac10b9e9ba3523d.tif,213,226,Public Services,Educational and Research Institutions
Com,d598b7e891994f4ca9c4a974ad759cef.tif,ImageSets\Com\d598b7e891994f4ca9c4a974ad759cef.tif,101,132,Commercial Zones,Business Tower
Com,d5a39449dd47f7b0a739ad88675a506e.tif,ImageSets\Com\d5a39449dd47f7b0a739ad88675a506e.tif,258,346,Commercial Zones,Office Campus
Com,d5f2171d9e65b5b10d548bfb4857b655.tif,ImageSets\Com\d5f2171d9e65b5b10d548bfb4857b655.tif,539,281,Commercial Zones,Office Campus
Ind,d5fe3a5a7d9e552bd4942682e3412f49.tif,ImageSets\Ind\d5fe3a5a7d9e552bd4942682e3412f49.tif,514,219,Industrial Land,Industrial Park and Factory
Com,d60d7a0543b477042ddce14919a54890.tif,ImageSets\Com\d60d7a0543b477042ddce14919a54890.tif,210,132,Commercial Zones,Office Campus
Agr,d7619d9522eeefc39f3ed3045fc9ac40.tif,ImageSets\Agr\d7619d9522eeefc39f3ed3045fc9ac40.tif,232,354,Agriculture and Nature,Farmland
Pub,d770af61b6db84084e46e7bd638d5945.tif,ImageSets\Pub\d770af61b6db84084e46e7bd638d5945.tif,345,379,Public Services,Parks and Squares
Pub,d7dae67c21d5705de473986a0f6bf371.tif,ImageSets\Pub\d7dae67c21d5705de473986a0f6bf371.tif,295,208,Public Services,Educational and Research Institutions
Agr,d86fecbb2be926629c2e6251ec446a79.tif,ImageSets\Agr\d86fecbb2be926629c2e6251ec446a79.tif,2797,4142,Agriculture and Nature,Mountain
Pub,d8a5fd251e3ad8d5dd0632784fb50f32.tif,ImageSets\Pub\d8a5fd251e3ad8d5dd0632784fb50f32.tif,156,162,Public Services,Non-profit Public Institutions(Museum; Stadium; Hospital)
Agr,d8eed633babd9a2e54cc4e9747e79e04.tif,ImageSets\Agr\d8eed633babd9a2e54cc4e9747e79e04.tif,164,162,Agriculture and Nature,Farmland
Ind,d90a73f5a1b350b79149384df2371fbf.tif,ImageSets\Ind\d90a73f5a1b350b79149384df2371fbf.tif,258,325,Industrial Land,Industrial Park and Factory
Com,d91f1b74047c1422708cbfcc77edac8c.tif,ImageSets\Com\d91f1b74047c1422708cbfcc77edac8c.tif,289,176,Commercial Zones,Office Campus
Res,d957c54b1198feb9df4f1c207dcac753.tif,ImageSets\Res\d957c54b1198feb9df4f1c207dcac753.tif,239,186,Residential Districts,High-rise Residential Buildings
Com,d960d15c5e7996d8cea590668f337557.tif,ImageSets\Com\d960d15c5e7996d8cea590668f337557.tif,174,235,Commercial Zones,Office Campus
Res,d985bf49a72109b1737f9e43c61e7c3b.tif,ImageSets\Res\d985bf49a72109b1737f9e43c61e7c3b.tif,241,317,Residential Districts,High-rise Residential Buildings
Pub,d9e91a76dedaab80967c1a84266b2f7c.tif,ImageSets\Pub\d9e91a76dedaab80967c1a84266b2f7c.tif,180,179,Public Services,Educational and Research Institutions
Agr,da4d08fa8e99bf3e0c5ed21491015be7.tif,ImageSets\Agr\da4d08fa8e99bf3e0c5ed21491015be7.tif,161,163,Agriculture and Nature,Forestland and Grassland
Ind,dacbb1cc0f7b5a951f5ca6882bcb34ca.tif,ImageSets\Ind\dacbb1cc0f7b5a951f5ca6882bcb34ca.tif,261,259,Industrial Land,Industrial Park and Factory
Agr,dad0fb3108c64dbd85f55cb79bef2286.tif,ImageSets\Agr\dad0fb3108c64dbd85f55cb79bef2286.tif,1602,2109,Agriculture and Nature,Farmland
Pub,dae2d5ebcf242ccebe603b2877778deb.tif,ImageSets\Pub\dae2d5ebcf242ccebe603b2877778deb.tif,537,715,Public Services,Educational and Research Institutions
Pub,db0a344e5ba4389133dc7902f2d969c2.tif,ImageSets\Pub\db0a344e5ba4389133dc7902f2d969c2.tif,134,195,Public Services,Educational and Research Institutions
Ind,db6ca27997d7972b6d0c7a9d68e89463.tif,ImageSets\Ind\db6ca27997d7972b6d0c7a9d68e89463.tif,236,209,Industrial Land,Industrial Park and Factory
Pub,dc11ab69c64fa58f860fabca8350f6f2.tif,ImageSets\Pub\dc11ab69c64fa58f860fabca8350f6f2.tif,325,570,Public Services,Educational and Research Institutions
Res,dc15adb9d2eb51c8e4444a314ff7eed8.tif,ImageSets\Res\dc15adb9d2eb51c8e4444a314ff7eed8.tif,133,126,Residential Districts,High-rise Residential Buildings
Com,dc7474039cb9d062330dcac3e13f8c98.tif,ImageSets\Com\dc7474039cb9d062330dcac3e13f8c98.tif,114,112,Commercial Zones,Office Campus
Com,dca07c9a7d0426ba8b7dfcbaa55ba139.tif,ImageSets\Com\dca07c9a7d0426ba8b7dfcbaa55ba139.tif,126,185,Commercial Zones,Shopping Center and Commercial Street
Ind,dcc6f7e0b104eb9e6c0823e1e368b9a9.tif,ImageSets\Ind\dcc6f7e0b104eb9e6c0823e1e368b9a9.tif,172,258,Industrial Land,Industrial Park and Factory
Ind,dcd77aca7ed183eb7a8a8163a81c6c66.tif,ImageSets\Ind\dcd77aca7ed183eb7a8a8163a81c6c66.tif,159,177,Industrial Land,Industrial Park and Factory
Com,dd17dfad62ebae8116fe1cd173aa200a.tif,ImageSets\Com\dd17dfad62ebae8116fe1cd173aa200a.tif,136,97,Commercial Zones,Shopping Center and Commercial Street
Com,dd9398a971af625448a170b802996842.tif,ImageSets\Com\dd9398a971af625448a170b802996842.tif,630,735,Commercial Zones,Commercial Entertainment
Res,dd9a6498331d9de352d61d93a1728e1e.tif,ImageSets\Res\dd9a6498331d9de352d61d93a1728e1e.tif,175,221,Residential Districts,High-rise Residential Buildings
Com,ddea31d4e7d3c87628ce3a1128c03805.tif,ImageSets\Com\ddea31d4e7d3c87628ce3a1128c03805.tif,186,142,Commercial Zones,Shopping Center and Commercial Street
Ind,ddff3d53f9efc9a365bb6b2902b6c1d9.tif,ImageSets\Ind\ddff3d53f9efc9a365bb6b2902b6c1d9.tif,283,238,Industrial Land,Industrial Park and Factory
Com,de2e6f1854c3dfa8e0a1ae28a3d4a934.tif,ImageSets\Com\de2e6f1854c3dfa8e0a1ae28a3d4a934.tif,227,211,Commercial Zones,Office Campus
Ind,de406cbb9c2ceb4f12a268498e825f4f.tif,ImageSets\Ind\de406cbb9c2ceb4f12a268498e825f4f.tif,266,261,Industrial Land,Industrial Park and Factory
Res,de5bcd82461d6083333595c67fcff828.tif,ImageSets\Res\de5bcd82461d6083333595c67fcff828.tif,508,643,Residential Districts,High-rise Residential Buildings
Com,de6c8fba754163d2f51d3faeb97fd1fc.tif,ImageSets\Com\de6c8fba754163d2f51d3faeb97fd1fc.tif,119,150,Commercial Zones,Office Campus
Pub,dea88fc4e13a608c2cfe62de022dba1e.tif,ImageSets\Pub\dea88fc4e13a608c2cfe62de022dba1e.tif,170,235,Public Services,Educational and Research Institutions
Agr,deaf77105e10420fbe7cf1653ff02e35.tif,ImageSets\Agr\deaf77105e10420fbe7cf1653ff02e35.tif,1017,1545,Agriculture and Nature,Farmland
Com,deb3aa766bae2ea7d72566c3c3eb998b.tif,ImageSets\Com\deb3aa766bae2ea7d72566c3c3eb998b.tif,222,255,Commercial Zones,Commercial Market
Res,def2bf33f00f20cd0106e0c188a119d6.tif,ImageSets\Res\def2bf33f00f20cd0106e0c188a119d6.tif,121,178,Residential Districts,High-rise Residential Buildings
Pub,df0364391d0503b315b96d9fd3511956.tif,ImageSets\Pub\df0364391d0503b315b96d9fd3511956.tif,834,1005,Public Services,Educational and Research Institutions
Res,df0d8544b09c6c6cf0ffb38bf1df502d.tif,ImageSets\Res\df0d8544b09c6c6cf0ffb38bf1df502d.tif,136,232,Residential Districts,High-rise Residential Buildings
Com,df4d047c0313c01be2b3c9d9bb197729.tif,ImageSets\Com\df4d047c0313c01be2b3c9d9bb197729.tif,105,148,Commercial Zones,Business Tower
Pub,dfc2501fd49c27e8fa0a1ef3c044f3f4.tif,ImageSets\Pub\dfc2501fd49c27e8fa0a1ef3c044f3f4.tif,429,242,Public Services,Educational and Research Institutions
Pub,dfce66e2bb93f6a47753bcc7fb13eede.tif,ImageSets\Pub\dfce66e2bb93f6a47753bcc7fb13eede.tif,268,178,Public Services,Educational and Research Institutions
Res,e0578e62cc97c116b97dfe2f2696c395.tif,ImageSets\Res\e0578e62cc97c116b97dfe2f2696c395.tif,107,109,Residential Districts,Urban Villages
Res,e061131f8dbc8a899a36a85f203f8917.tif,ImageSets\Res\e061131f8dbc8a899a36a85f203f8917.tif,154,169,Residential Districts,High-rise Residential Buildings
Ind,e0a74421144628314a8e39a406ddf356.tif,ImageSets\Ind\e0a74421144628314a8e39a406ddf356.tif,131,105,Industrial Land,Industrial Park and Factory
Pub,e0ef06b6771a96060facf42e4602a092.tif,ImageSets\Pub\e0ef06b6771a96060facf42e4602a092.tif,127,141,Public Services,Educational and Research Institutions
Pub,e0f376f636d686505ded0a3786b606d1.tif,ImageSets\Pub\e0f376f636d686505ded0a3786b606d1.tif,118,1174,Public Services,Parks and Squares
Ind,e12aedfcfe7f7732d4482cc306dbd5dd.tif,ImageSets\Ind\e12aedfcfe7f7732d4482cc306dbd5dd.tif,469,325,Industrial Land,Industrial Park and Factory
Pub,e145d8e4ae0872c87b46837eff11600a.tif,ImageSets\Pub\e145d8e4ae0872c87b46837eff11600a.tif,500,236,Public Services,Educational and Research Institutions
Res,e152167af307b280b53985c967c4be98.tif,ImageSets\Res\e152167af307b280b53985c967c4be98.tif,200,111,Residential Districts,Villas and High-end Residences
Com,e17d6620ab6174455ceec1fd89c79b8a.tif,ImageSets\Com\e17d6620ab6174455ceec1fd89c79b8a.tif,142,101,Commercial Zones,Office Campus
Com,e22b60583c2e26cee5dd3c2bc1038003.tif,ImageSets\Com\e22b60583c2e26cee5dd3c2bc1038003.tif,210,201,Commercial Zones,Office Campus
Ind,e242f26e3178ec26a4699e1af09d8ea7.tif,ImageSets\Ind\e242f26e3178ec26a4699e1af09d8ea7.tif,227,189,Industrial Land,Industrial Park and Factory
Com,e29b72f8db27361cafa200a9e3df846f.tif,ImageSets\Com\e29b72f8db27361cafa200a9e3df846f.tif,140,127,Commercial Zones,Business Tower
Ind,e331a9638e6039ee53b80dba6ac92313.tif,ImageSets\Ind\e331a9638e6039ee53b80dba6ac92313.tif,169,179,Industrial Land,Industrial Park and Factory
Agr,e35b863680f9143c54950523796cdabe.tif,ImageSets\Agr\e35b863680f9143c54950523796cdabe.tif,186,218,Agriculture and Nature,Farmland
Res,e3e707984f06b834be99a2b7e37cb67f.tif,ImageSets\Res\e3e707984f06b834be99a2b7e37cb67f.tif,277,432,Residential Districts,High-rise Residential Buildings
Res,e4119cfeb5826d12998d30757838af79.tif,ImageSets\Res\e4119cfeb5826d12998d30757838af79.tif,103,112,Residential Districts,High-rise Residential Buildings
Ind,e425c978482b8a4bce8f7d198c4809fe.tif,ImageSets\Ind\e425c978482b8a4bce8f7d198c4809fe.tif,122,262,Industrial Land,Industrial Park and Factory
Res,e427446098503d02cdc8ecfa4419a559.tif,ImageSets\Res\e427446098503d02cdc8ecfa4419a559.tif,249,232,Residential Districts,High-rise Residential Buildings
Com,e53eea5f5aa42df6b848a627feaa9ccd.tif,ImageSets\Com\e53eea5f5aa42df6b848a627feaa9ccd.tif,329,121,Commercial Zones,Office Campus
Pub,e5864f271f811740adecd05d8beeaf1a.tif,ImageSets\Pub\e5864f271f811740adecd05d8beeaf1a.tif,131,140,Public Services,Parks and Squares
Pub,e5bf326e83b3547dec12a3f8aa2b7647.tif,ImageSets\Pub\e5bf326e83b3547dec12a3f8aa2b7647.tif,500,494,Public Services,Parks and Squares
Res,e5ec6bf25ab60b9161a8b1719067a7fd.tif,ImageSets\Res\e5ec6bf25ab60b9161a8b1719067a7fd.tif,586,148,Residential Districts,Rural Homestead
Agr,e5f35627d09e19fbf017498138573158.tif,ImageSets\Agr\e5f35627d09e19fbf017498138573158.tif,490,362,Agriculture and Nature,Farmland
Agr,e68b8f50ded9ca63bbbf70258212cd45.tif,ImageSets\Agr\e68b8f50ded9ca63bbbf70258212cd45.tif,139,130,Agriculture and Nature,Farmland
Ind,e6aa1b9899842c860f53f741830573d4.tif,ImageSets\Ind\e6aa1b9899842c860f53f741830573d4.tif,357,480,Industrial Land,Industrial Park and Factory
Pub,e6add6eb5bfbc902dbe9cce7edd4a827.tif,ImageSets\Pub\e6add6eb5bfbc902dbe9cce7edd4a827.tif,356,385,Public Services,Parks and Squares
Pub,e6c2b509eea5c983ebd5852b484185a4.tif,ImageSets\Pub\e6c2b509eea5c983ebd5852b484185a4.tif,277,257,Public Services,Educational and Research Institutions
Pub,e726837797fd4ef502712d736694e5fc.tif,ImageSets\Pub\e726837797fd4ef502712d736694e5fc.tif,452,360,Public Services,Parks and Squares
Com,e73f2a671dfa911c462e73a69053d64a.tif,ImageSets\Com\e73f2a671dfa911c462e73a69053d64a.tif,150,207,Commercial Zones,Office Campus
Res,e78fb158ee0aac7b1e1f8522a5ec98df.tif,ImageSets\Res\e78fb158ee0aac7b1e1f8522a5ec98df.tif,338,201,Residential Districts,Urban Villages
Com,e7b04ef8c98d237edc40bd833758ae27.tif,ImageSets\Com\e7b04ef8c98d237edc40bd833758ae27.tif,106,123,Commercial Zones,Business Tower
Com,e820f87a8657eaa295219f0314bbe2fc.tif,ImageSets\Com\e820f87a8657eaa295219f0314bbe2fc.tif,134,109,Commercial Zones,Business Tower
Agr,e82f6c65b07e9f3e21c7756b763a3fe1.tif,ImageSets\Agr\e82f6c65b07e9f3e21c7756b763a3fe1.tif,1896,1608,Agriculture and Nature,Farmland
Com,e834cdde5b20d2aa59eb57657235ef93.tif,ImageSets\Com\e834cdde5b20d2aa59eb57657235ef93.tif,196,216,Commercial Zones,Office Campus
Agr,e8834cb8cfe5ca86bf9dddb59ec32812.tif,ImageSets\Agr\e8834cb8cfe5ca86bf9dddb59ec32812.tif,1305,921,Agriculture and Nature,Farmland
Res,e8891392acf8b95f04cf06aa5e5e5af3.tif,ImageSets\Res\e8891392acf8b95f04cf06aa5e5e5af3.tif,228,129,Residential Districts,High-rise Residential Buildings
Com,e8aaad84accf8539bc073e72a8398a52.tif,ImageSets\Com\e8aaad84accf8539bc073e72a8398a52.tif,208,292,Commercial Zones,Commercial Market
Agr,e8c71f2bb5eb54d5b61046d0b31506e9.tif,ImageSets\Agr\e8c71f2bb5eb54d5b61046d0b31506e9.tif,220,264,Agriculture and Nature,Farmland
Res,e91ffd4e09f5f737d2f0ce25d1dc7e37.tif,ImageSets\Res\e91ffd4e09f5f737d2f0ce25d1dc7e37.tif,145,150,Residential Districts,High-rise Residential Buildings
Res,e9511bdc4307b09a0f8f2ce85418e583.tif,ImageSets\Res\e9511bdc4307b09a0f8f2ce85418e583.tif,259,268,Residential Districts,High-rise Residential Buildings
Agr,e9603962b5ba85258acf5d16126eba1e.tif,ImageSets\Agr\e9603962b5ba85258acf5d16126eba1e.tif,208,182,Agriculture and Nature,Wasteland
Pub,e9622287938e8c26c1b0c8cba86c2243.tif,ImageSets\Pub\e9622287938e8c26c1b0c8cba86c2243.tif,106,226,Public Services,Educational and Research Institutions
Pub,ea40bf68df3365f2cb8a59c961578cde.tif,ImageSets\Pub\ea40bf68df3365f2cb8a59c961578cde.tif,119,148,Public Services,Parks and Squares
Res,eac48bf3f378af6edb5dd62efc9ec359.tif,ImageSets\Res\eac48bf3f378af6edb5dd62efc9ec359.tif,213,190,Residential Districts,High-rise Residential Buildings
Pub,eae1b3e1744f30051d3df29bce20ca8e.tif,ImageSets\Pub\eae1b3e1744f30051d3df29bce20ca8e.tif,259,162,Public Services,Educational and Research Institutions
Com,eb215c44fb0c0f23121531c06856daa5.tif,ImageSets\Com\eb215c44fb0c0f23121531c06856daa5.tif,1004,627,Commercial Zones,Commercial Entertainment
Res,eb2b53e5680be78e0bbe5d8940ebab20.tif,ImageSets\Res\eb2b53e5680be78e0bbe5d8940ebab20.tif,370,367,Residential Districts,High-rise Residential Buildings
Com,eb630eb84631ab6a993863d970efff04.tif,ImageSets\Com\eb630eb84631ab6a993863d970efff04.tif,258,206,Commercial Zones,Business Tower
Agr,eb8a69175730bdca0b226d911d0d9e70.tif,ImageSets\Agr\eb8a69175730bdca0b226d911d0d9e70.tif,751,688,Agriculture and Nature,Farmland
Pub,ec04e0b00ec80c47632ee63d0013e940.tif,ImageSets\Pub\ec04e0b00ec80c47632ee63d0013e940.tif,383,322,Public Services,Educational and Research Institutions
Pub,ec1967f1e51c00c11194d57e67c30aa8.tif,ImageSets\Pub\ec1967f1e51c00c11194d57e67c30aa8.tif,272,403,Public Services,Parks and Squares
Pub,ec4bd24628cdb3de5c2eee4cdc4da1d3.tif,ImageSets\Pub\ec4bd24628cdb3de5c2eee4cdc4da1d3.tif,166,297,Public Services,Parks and Squares
Ind,ecbe9417e16580cb499d4cefb01e93f0.tif,ImageSets\Ind\ecbe9417e16580cb499d4cefb01e93f0.tif,164,186,Industrial Land,Industrial Park and Factory
Ind,ed4107ec5a77cfe6175199969c246b1c.tif,ImageSets\Ind\ed4107ec5a77cfe6175199969c246b1c.tif,412,153,Industrial Land,Industrial Park and Factory
Pub,ed462680e1e6a38a3c77b194c4b8e777.tif,ImageSets\Pub\ed462680e1e6a38a3c77b194c4b8e777.tif,446,206,Public Services,Parks and Squares
Com,edfb25956c59793a8d33db231caadb29.tif,ImageSets\Com\edfb25956c59793a8d33db231caadb29.tif,347,273,Commercial Zones,Office Campus
Agr,ee17eb01ae18771a1ece25315fd121f1.tif,ImageSets\Agr\ee17eb01ae18771a1ece25315fd121f1.tif,115,168,Agriculture and Nature,Farmland
Pub,ee5bbeed569950ec6d94a10caafc4351.tif,ImageSets\Pub\ee5bbeed569950ec6d94a10caafc4351.tif,231,160,Public Services,Educational and Research Institutions
Res,ef14ebc1357fff7661dad9cb1550fb1a.tif,ImageSets\Res\ef14ebc1357fff7661dad9cb1550fb1a.tif,438,422,Residential Districts,High-rise Residential Buildings
Pub,ef256a943a907eccd949115af1d234ce.tif,ImageSets\Pub\ef256a943a907eccd949115af1d234ce.tif,105,127,Public Services,Educational and Research Institutions
Ind,ef29ff759029382c6e7d15ad9052bb0c.tif,ImageSets\Ind\ef29ff759029382c6e7d15ad9052bb0c.tif,182,219,Industrial Land,Industrial Park and Factory
Ind,ef62ea49cab62e3979adfaac41baa2f2.tif,ImageSets\Ind\ef62ea49cab62e3979adfaac41baa2f2.tif,197,172,Industrial Land,Industrial Park and Factory
Com,f01987e7cf7cf5897b0465111bb84d18.tif,ImageSets\Com\f01987e7cf7cf5897b0465111bb84d18.tif,178,175,Commercial Zones,Commercial Market
Ind,f0b7573220db99d2694a764b92f81b1f.tif,ImageSets\Ind\f0b7573220db99d2694a764b92f81b1f.tif,511,386,Industrial Land,Industrial Park and Factory
Com,f13e1e3494c6e3edc637106bece8e768.tif,ImageSets\Com\f13e1e3494c6e3edc637106bece8e768.tif,124,112,Commercial Zones,Business Tower
Agr,f271fe917d83ddef2a9fc927c3059cba.tif,ImageSets\Agr\f271fe917d83ddef2a9fc927c3059cba.tif,479,167,Agriculture and Nature,Forestland and Grassland
Pub,f277f359b6dc8d6a6f3508524eb45d64.tif,ImageSets\Pub\f277f359b6dc8d6a6f3508524eb45d64.tif,131,118,Public Services,Educational and Research Institutions
Ind,f308ae0050605ebd3ed4b9621d2039b2.tif,ImageSets\Ind\f308ae0050605ebd3ed4b9621d2039b2.tif,191,184,Industrial Land,Industrial Park and Factory
Agr,f371e37a81e2423f0033a28a7b96718a.tif,ImageSets\Agr\f371e37a81e2423f0033a28a7b96718a.tif,208,224,Agriculture and Nature,Forestland and Grassland
Com,f38b6bc0d2899f9c713abad6a52c2b0e.tif,ImageSets\Com\f38b6bc0d2899f9c713abad6a52c2b0e.tif,173,148,Commercial Zones,Shopping Center and Commercial Street
Ind,f40df90af541c3a277b831a8a098cd6f.tif,ImageSets\Ind\f40df90af541c3a277b831a8a098cd6f.tif,314,283,Industrial Land,Industrial Park and Factory
Ind,f4a3c6f1fa68a3f99ffef91cdc4639f4.tif,ImageSets\Ind\f4a3c6f1fa68a3f99ffef91cdc4639f4.tif,316,396,Industrial Land,Industrial Park and Factory
Com,f4aa275c74cfdc327a7092ac3e9b1610.tif,ImageSets\Com\f4aa275c74cfdc327a7092ac3e9b1610.tif,140,118,Commercial Zones,Shopping Center and Commercial Street
Com,f54e1771e49acfbb99d771e03ae73e30.tif,ImageSets\Com\f54e1771e49acfbb99d771e03ae73e30.tif,166,160,Commercial Zones,Commercial Market
Res,f5529a893856f9a1579bc6e5e3c98547.tif,ImageSets\Res\f5529a893856f9a1579bc6e5e3c98547.tif,132,165,Residential Districts,High-rise Residential Buildings
Agr,f55b3f38acdc6aa0a15042f69a136976.tif,ImageSets\Agr\f55b3f38acdc6aa0a15042f69a136976.tif,338,643,Agriculture and Nature,Forestland and Grassland
Res,f6e08a53a1d1b4b8933af0ce87d055c9.tif,ImageSets\Res\f6e08a53a1d1b4b8933af0ce87d055c9.tif,192,178,Residential Districts,High-rise Residential Buildings
Ind,f6ef2d9df173af581f0e06c1568f8bba.tif,ImageSets\Ind\f6ef2d9df173af581f0e06c1568f8bba.tif,164,140,Industrial Land,Industrial Park and Factory
Pub,f7b5a4e8d12273383dc872a068d975d1.tif,ImageSets\Pub\f7b5a4e8d12273383dc872a068d975d1.tif,111,115,Public Services,Educational and Research Institutions
Res,f869c0a6b2f8367871dfb993c762e2d2.tif,ImageSets\Res\f869c0a6b2f8367871dfb993c762e2d2.tif,254,258,Residential Districts,High-rise Residential Buildings
Com,f8785333fd46ffcfaa94ca6cff333475.tif,ImageSets\Com\f8785333fd46ffcfaa94ca6cff333475.tif,273,194,Commercial Zones,Office Campus
Pub,f89ef24c4a254f6fb5d4b847b33fb7bc.tif,ImageSets\Pub\f89ef24c4a254f6fb5d4b847b33fb7bc.tif,194,113,Public Services,Educational and Research Institutions
Agr,f8b97f7043fec66fd482a9f473ddcc2b.tif,ImageSets\Agr\f8b97f7043fec66fd482a9f473ddcc2b.tif,357,451,Agriculture and Nature,Farmland
Res,f8c263908959fea8d90b03beb01e2818.tif,ImageSets\Res\f8c263908959fea8d90b03beb01e2818.tif,287,259,Residential Districts,High-rise Residential Buildings
Agr,f8f1d0d31971466c45bc8602c900f5aa.tif,ImageSets\Agr\f8f1d0d31971466c45bc8602c900f5aa.tif,256,215,Agriculture and Nature,Wasteland
Pub,f90b7a2b669c955d8e32596dbe8c39b9.tif,ImageSets\Pub\f90b7a2b669c955d8e32596dbe8c39b9.tif,235,214,Public Services,Parks and Squares
Com,f9266ef6759c1eb607d40dc798093d12.tif,ImageSets\Com\f9266ef6759c1eb607d40dc798093d12.tif,143,143,Commercial Zones,Office Campus
Pub,f98e737f0ef5e12728a4373fb7b815b4.tif,ImageSets\Pub\f98e737f0ef5e12728a4373fb7b815b4.tif,1177,967,Public Services,Parks and Squares
Pub,f9d0c15fdfb9943c89ca5d21d3279318.tif,ImageSets\Pub\f9d0c15fdfb9943c89ca5d21d3279318.tif,152,127,Public Services,Educational and Research Institutions
Ind,f9f136b107240e8caf34c65f6ec0b716.tif,ImageSets\Ind\f9f136b107240e8caf34c65f6ec0b716.tif,285,142,Industrial Land,Industrial Park and Factory
Ind,fa0b1522206b7073b7d1d1bb16f8e326.tif,ImageSets\Ind\fa0b1522206b7073b7d1d1bb16f8e326.tif,279,250,Industrial Land,Industrial Park and Factory
Agr,fa135bdaa59419048fd583a625dfca10.tif,ImageSets\Agr\fa135bdaa59419048fd583a625dfca10.tif,1275,1139,Agriculture and Nature,Farmland
Agr,fa2dd51c4ac27abcdb5e712b6809c5a5.tif,ImageSets\Agr\fa2dd51c4ac27abcdb5e712b6809c5a5.tif,1392,2335,Agriculture and Nature,Farmland
Ind,fa3910c3a7c8674fca811fc2c1fda484.tif,ImageSets\Ind\fa3910c3a7c8674fca811fc2c1fda484.tif,337,187,Industrial Land,Industrial Park and Factory
Agr,faaea6b1c5ad7d143dd6c9b4c4090dbb.tif,ImageSets\Agr\faaea6b1c5ad7d143dd6c9b4c4090dbb.tif,161,170,Agriculture and Nature,Farmland
Res,fb08ced72588dbaf1411c59001c081cd.tif,ImageSets\Res\fb08ced72588dbaf1411c59001c081cd.tif,119,190,Residential Districts,Rural Homestead
Agr,fb397bce425486bf103fea839faafb30.tif,ImageSets\Agr\fb397bce425486bf103fea839faafb30.tif,176,211,Agriculture and Nature,Forestland and Grassland
Ind,fb4f215d63867883334d0bef10a579e5.tif,ImageSets\Ind\fb4f215d63867883334d0bef10a579e5.tif,640,616,Industrial Land,Industrial Park and Factory
Res,fb7aed868ebda85215b1fe8b40cdd05f.tif,ImageSets\Res\fb7aed868ebda85215b1fe8b40cdd05f.tif,174,126,Residential Districts,High-rise Residential Buildings
Res,fbbd4a1c159f97fc5d2836f812586395.tif,ImageSets\Res\fbbd4a1c159f97fc5d2836f812586395.tif,652,320,Residential Districts,Urban Villages
Com,fbcd8329103aa07de7108ddf8d333861.tif,ImageSets\Com\fbcd8329103aa07de7108ddf8d333861.tif,131,236,Commercial Zones,Business Tower
Com,fbd6493b73c1fa901d61db5a57e747ab.tif,ImageSets\Com\fbd6493b73c1fa901d61db5a57e747ab.tif,156,130,Commercial Zones,Business Tower
Ind,fc2d6b2b1527630e8366f88ce85ad206.tif,ImageSets\Ind\fc2d6b2b1527630e8366f88ce85ad206.tif,252,211,Industrial Land,Industrial Park and Factory
Pub,fc68948c965d6c8c0ea2071d44c82f02.tif,ImageSets\Pub\fc68948c965d6c8c0ea2071d44c82f02.tif,341,327,Public Services,Parks and Squares
Res,fc7be032894c37332bc34836545f5260.tif,ImageSets\Res\fc7be032894c37332bc34836545f5260.tif,234,216,Residential Districts,High-rise Residential Buildings
Ind,fcda9cfd205c7711c54e28c887a26dd2.tif,ImageSets\Ind\fcda9cfd205c7711c54e28c887a26dd2.tif,139,194,Industrial Land,Industrial Park and Factory
Com,fcde2bfe3b2b7bf447572bb1c8875d07.tif,ImageSets\Com\fcde2bfe3b2b7bf447572bb1c8875d07.tif,123,143,Commercial Zones,Office Campus
Res,fce6d4d8417b55a9ed9bd492e54df274.tif,ImageSets\Res\fce6d4d8417b55a9ed9bd492e54df274.tif,329,338,Residential Districts,High-rise Residential Buildings
Ind,fd9e839dafccc4a17e800ff124022a80.tif,ImageSets\Ind\fd9e839dafccc4a17e800ff124022a80.tif,275,192,Industrial Land,Industrial Park and Factory
